,compound,neg,neu,pos,id
1142,0.9995,0.084,0.722,0.195,amdbtHvSeeA
1143,0.9988,0.062,0.78,0.158,aoCHrTh0FQo
1144,0.9967,0.005,0.929,0.066,aqgrep2dMpM
1145,0.9444,0.0,0.99,0.01,ar5Bgu45INU
1146,0.9505,0.0,0.936,0.064,asnufhKzbxA
1147,1.0,0.044,0.77,0.186,auOwCeVa0-I
1148,0.9247,0.029,0.938,0.034,b0XdNzhYuxM
1149,0.0,0.0,1.0,0.0,b1MabFTU8wI
1150,-0.9986,0.102,0.891,0.007,b5n2BXXQmdA
1151,0.5042,0.003,0.992,0.005,b6PEulpMAXk
1152,0.9902,0.066,0.799,0.136,b9l4yUYNcfY
1153,0.0,0.0,1.0,0.0,bHTIFmmYPlc
1154,-0.9983,0.119,0.804,0.078,bL10DP2fOEQ
1155,-0.9969,0.078,0.904,0.019,bMesuDgJtA4
1156,0.8429,0.0,0.963,0.037,bOYJfSZNQKk
1157,0.5897,0.032,0.906,0.062,bQjAsKyHK80
1158,0.6148,0.007,0.984,0.009,bUvt1730Cso
1159,0.9278,0.02,0.948,0.031,bVEzmQHPo-o
1160,0.934,0.004,0.964,0.031,bXtR3qSeg_A
1161,0.0,0.0,1.0,0.0,baXUZjCSujU
1162,0.9671,0.016,0.949,0.035,bmFEvIhUznU
1163,0.9999,0.032,0.772,0.197,buiefvtHVa0
1164,0.9997,0.031,0.736,0.232,bzdcc625UnM
1165,1.0,0.033,0.797,0.171,c0A1bkF4mKM
1166,-0.9991,0.053,0.918,0.029,c22jdvUpCwU
1167,0.9475,0.109,0.773,0.118,c7tYQF44Fr4
1168,0.9994,0.041,0.796,0.163,c989XY-icko
1169,0.999,0.086,0.747,0.167,cBEnObovbuw
1170,0.9879,0.005,0.942,0.053,cBqiwN37UZw
1171,0.6935,0.0,0.988,0.012,cC4UVRihtAk
1172,-0.9998,0.068,0.901,0.031,cC9yPrHlXMI
1173,1.0,0.041,0.807,0.151,cE30kk8tUwQ
1174,0.987,0.007,0.945,0.048,cGof3BmK-I8
1175,-0.9959,0.048,0.947,0.005,cIhgFE0pJQQ
1176,0.9909,0.013,0.965,0.022,cJHUI477xRo
1177,0.9941,0.022,0.926,0.052,cKOcWb_RHZQ
1178,0.9712,0.008,0.973,0.019,cMBLC5VirPY
1179,0.9996,0.077,0.723,0.2,cP1m0bGsQCk
1180,0.9875,0.024,0.907,0.069,cR7BttvLLE4
1181,0.9736,0.006,0.952,0.042,cTqI_T_k86Q
1182,0.9993,0.0,0.909,0.091,cUURRaE858w
1183,0.9949,0.01,0.938,0.052,cVtAA3yrr_I
1184,0.9995,0.029,0.92,0.051,cWW2o0zSiPo
1185,0.9999,0.14,0.698,0.161,cZhcNvmlrBs
1186,0.8988,0.0,0.95,0.05,cj3jGII-2w8
1187,0.9186,0.0,0.995,0.005,ckB8KycQokM
1188,0.0,0.0,1.0,0.0,cmE0uM3WuQ4
1189,0.9639,0.033,0.927,0.04,cmmdLJpkR0I
1190,0.0,0.0,1.0,0.0,coa7fr7lCI0
1191,0.9997,0.065,0.748,0.187,coqZwiHibCY
1192,-0.9952,0.054,0.913,0.034,cqE4i_wUJFs
1193,1.0,0.079,0.668,0.253,cuQY5Ui1DBw
1194,0.9226,0.017,0.946,0.037,cuSpT79qeMI
1195,0.9999,0.057,0.691,0.252,cuteYqKpfUk
1196,0.958,0.0,0.776,0.224,cvOOmPCpqMM
1197,-0.9902,0.087,0.847,0.066,d0TfU4MiFk0
1198,0.9987,0.044,0.899,0.057,d34BYFYPaz8
1199,0.9866,0.074,0.803,0.123,d3LGMPD1nrU
1200,0.0,0.0,1.0,0.0,d4CRxtVlHvg
1201,0.9863,0.025,0.926,0.048,d5dmoTMz8eo
1202,0.9997,0.045,0.817,0.138,d74a2HGPmfA
1203,-0.7252,0.051,0.901,0.049,d7ZtRjIlqjA
1204,-0.6072,0.082,0.848,0.07,d7_RA9tkU04
1205,0.0,0.0,1.0,0.0,dA5GEj8mJYs
1206,0.8787,0.0,0.991,0.009,dCUlSfe3-5k
1207,-0.9998,0.093,0.885,0.022,dGxYHOTlRPs
1208,0.8453,0.016,0.944,0.04,dHSdWv0KW0E
1209,-1.0,0.191,0.668,0.141,dHowJ7ULNfo
1210,0.3504,0.004,0.991,0.006,dJRmc0N7qmA
1211,-0.9994,0.125,0.777,0.098,dKtEyVzEQzY
1212,-0.9838,0.034,0.956,0.01,dKyd1TZqRxQ
1213,0.0,0.0,1.0,0.0,dS4p16GKdRs
1214,-0.9745,0.069,0.884,0.047,dUzXlmi_Yq8
1215,-0.718,0.03,0.942,0.027,dV3uIXebJWg
1216,-0.8517,0.042,0.928,0.03,dX7KQAp1PG4
1217,0.9982,0.093,0.776,0.131,dYG-9yA7h78
1218,0.0,0.0,1.0,0.0,dZVYOvjwIKw
1219,-0.9999,0.106,0.883,0.01,dehMNQDO6uQ
1220,0.9827,0.006,0.964,0.03,djQXecYgGqM
1221,-0.9934,0.087,0.877,0.036,dl63vH8NQG8
1222,0.9719,0.002,0.991,0.007,dloQTecVmoY
1223,0.9943,0.019,0.926,0.055,dlt-r3ghOGI
1224,0.0,0.0,1.0,0.0,dpcpgKaZMDs
1225,0.9691,0.0,0.976,0.024,dq1WmIezV9Y
1226,0.0,0.0,1.0,0.0,dqF5ApkiUEY
1227,0.9997,0.029,0.829,0.142,drlX_wX6k4M
1228,0.7504,0.056,0.879,0.065,dtCkMMYQAKk
1229,1.0,0.068,0.735,0.197,dtNIbIedChg
1230,0.6908,0.0,0.992,0.008,duP-iBL3WUM
1231,1.0,0.081,0.773,0.146,dv7itsHcRwY
1232,0.0,0.0,1.0,0.0,dvzvit-8ZSs
1233,0.9935,0.028,0.912,0.06,dyhm3Tf30uQ
1234,-0.8825,0.054,0.908,0.038,dzEbBwSVsT4
1235,0.0,0.0,1.0,0.0,e-fgPVhcL5E
1236,-0.9951,0.094,0.903,0.003,e2RTR68b3RQ
1237,0.6031,0.0,0.997,0.003,e4G0RFR0vXw
1238,0.9981,0.057,0.842,0.101,e5dir37rPok
1239,0.0,0.0,1.0,0.0,e8vrYFv43J4
1240,0.0,0.0,1.0,0.0,eG8oLuHTo1c
1241,-0.9919,0.069,0.895,0.036,eGVax08EnaE
1242,0.9996,0.007,0.937,0.056,eK1qoRS3xEg
1243,1.0,0.097,0.787,0.117,eMAgdmA4Iw4
1244,-0.9983,0.085,0.882,0.033,eQdD-pOT5wc
1245,-0.9521,0.041,0.936,0.023,eRT49L-8vSU
1246,-0.9969,0.021,0.974,0.005,eS009cRz-XU
1247,-0.9999,0.136,0.851,0.013,eTbszVsLI60
1248,-0.9316,0.004,0.996,0.0,eTeBjUxy0w4
1249,0.9997,0.035,0.779,0.186,eYI3UzsXWe8
1250,0.9928,0.007,0.961,0.032,eYLffTT-Hf4
1251,0.9998,0.049,0.755,0.196,eaHo1ZTtokQ
1252,0.9996,0.064,0.781,0.155,eaW76aDKObk
1253,0.0,0.0,1.0,0.0,eajw5bDtv74
1254,0.9997,0.064,0.778,0.159,eb90gqGYP9c
1255,0.9891,0.006,0.969,0.025,ebhO1FCiEpg
1256,0.9991,0.076,0.773,0.151,ec9P3C1OXqE
1257,0.9581,0.072,0.683,0.245,edzch5SHhr4
1258,0.9869,0.0,0.979,0.021,efIAxTOX9F0
1259,-0.9998,0.071,0.91,0.019,ejsV13tPRfQ
1260,0.9972,0.011,0.947,0.043,emh1SbIYkCw
1261,-0.9978,0.057,0.905,0.037,enolwWTNA0U
1262,0.9592,0.027,0.929,0.043,etQt-NJEWVU
1263,1.0,0.049,0.679,0.271,etljSFQk2dA
1264,0.0,0.0,1.0,0.0,evHmCpGpNoc
1265,0.0,0.0,1.0,0.0,f1HmOW_PoEA
1266,0.9878,0.0,0.961,0.039,f2RbBFfodHs
1267,-0.9593,0.046,0.931,0.023,f2rFf2ivrF0
1268,0.8318,0.063,0.835,0.102,f3HPt_3TghI
1269,-0.4885,0.001,0.999,0.0,f5GLoBTtii4
1270,0.9531,0.0,0.989,0.011,f6d8Zbq45hE
1271,0.9987,0.0,0.783,0.217,fBxIWHcOYjc
1272,0.9971,0.009,0.958,0.033,fD-TTr6Xy4M
1273,0.9028,0.005,0.976,0.018,fE3Cu21qSuM
1274,0.9703,0.016,0.938,0.045,fFuG2Ja4Saw
1275,1.0,0.05,0.726,0.224,fK0rWI0DwG4
1276,0.9959,0.0,0.943,0.057,fMPkQWXW4C4
1277,-0.6554,0.039,0.929,0.032,fMjrhmkp6zE
1278,0.9105,0.0,0.995,0.005,fMuIRrDn4Qk
1279,0.0,0.0,1.0,0.0,fNjbaZsqvJY
1280,-0.6322,0.017,0.973,0.01,fQL2uSajlfs
1281,0.927,0.009,0.977,0.014,fR3Dio5Dr1I
1282,-0.986,0.087,0.834,0.079,fS26YGVW5H0
1283,0.0,0.0,1.0,0.0,fYWrs7_--Sg
1284,-0.9991,0.144,0.739,0.116,fZYfxsv1GQY
1285,-0.9981,0.062,0.899,0.039,fbENvgOKRbc
1286,1.0,0.1,0.697,0.203,fc2YDa7FOjw
1287,-0.999,0.077,0.903,0.021,fd5DDhUIj0w
1288,-0.7374,0.022,0.964,0.013,ff3r10rCKFs
1289,0.0,0.0,1.0,0.0,fj1KorfMdzw
1290,-0.9994,0.15,0.812,0.037,flQXYNzjims
1291,0.9999,0.06,0.705,0.235,fmlVox_h8-g
1292,-0.8771,0.046,0.919,0.035,fmp5qsdM4Lk
1293,-0.9974,0.079,0.902,0.019,fn4bMEf5L7s
1294,0.9983,0.0,0.941,0.059,fvu4_-U4fY8
1295,0.8917,0.018,0.96,0.022,g0M7nreEkOo
1296,-0.9902,0.058,0.926,0.016,g2ljVsIfSok
1297,0.9969,0.071,0.81,0.119,g4U4BQW9OEk
1298,1.0,0.107,0.758,0.135,g6Rnb5-TXpI
1299,-0.8948,0.021,0.967,0.012,gCctOum7_sg
1300,0.9952,0.008,0.961,0.031,gI-BYf_qwGI
1301,0.9299,0.032,0.918,0.05,gIVNSC53LHg
1302,0.6628,0.011,0.971,0.018,gIpDhTh3pTc
1303,-0.9739,0.057,0.909,0.034,gOGziCiLHBo
1304,0.0,0.0,1.0,0.0,gPAufs_whGY
1305,-0.9998,0.105,0.882,0.012,gPZLg_akOXM
1306,0.0,0.0,1.0,0.0,gPhyD7flm1k
1307,0.8867,0.008,0.977,0.015,gT7EVEMze0I
1308,0.8101,0.0,0.988,0.012,gTJhUnMAuzw
1309,0.0,0.0,1.0,0.0,gU-wrPLxsm0
1310,-0.9819,0.025,0.97,0.005,g_i_mD81i3c
1311,0.7477,0.013,0.965,0.022,gbSvshHw29M
1312,0.9855,0.004,0.965,0.031,gePmho0mnBs
1313,0.8985,0.011,0.97,0.019,ghdh8GvkZ_4
1314,0.9575,0.018,0.951,0.031,gkhuiMTWHNE
1315,0.9992,0.03,0.796,0.173,glaZwDDrTSo
1316,0.0,0.0,1.0,0.0,gnVp_4iU2RE
1317,0.9925,0.038,0.889,0.072,gsCio55op6Q
1318,0.0,0.0,1.0,0.0,gtnGYi3OzjA
1319,0.9969,0.027,0.839,0.133,guq_xGe6zwg
1320,0.7551,0.016,0.964,0.02,gv9xkdQdg4g
1321,0.8089,0.011,0.974,0.016,gx7P4ZLZ8Lo
1322,-0.9363,0.026,0.958,0.016,gymiYXdjaRs
1323,0.819,0.007,0.966,0.027,h-qcsABAfhk
1324,1.0,0.061,0.752,0.186,h1JKzHPCGso
1325,-0.9585,0.036,0.933,0.031,h5Olc0Ilc0o
1326,0.9698,0.022,0.824,0.153,h8alpzcCKH8
1327,-0.9888,0.033,0.955,0.012,h8vV35mNDlY
1328,0.9967,0.015,0.96,0.025,hERoaGeGMjo
1329,0.9907,0.011,0.841,0.148,hGZnrCrfEJ0
1330,1.0,0.019,0.893,0.088,hHmD8u-mCto
1331,0.9939,0.003,0.949,0.048,hIsqVk3f2jY
1332,0.9913,0.01,0.933,0.057,hPw5Fe8wT4o
1333,0.9919,0.014,0.939,0.047,hQISBvUH_co
1334,0.998,0.01,0.912,0.078,hQdAP_hrJVM
1335,-0.8677,0.041,0.931,0.029,hR3e37ruljs
1336,0.9547,0.048,0.853,0.099,hUxtjkjyBKA
1337,-0.9986,0.1,0.864,0.036,hWRzdRRpBgo
1338,0.9996,0.06,0.748,0.193,h_cY0yohFo4
1339,0.9526,0.002,0.995,0.004,hau9T9HA30g
1340,0.9909,0.074,0.803,0.123,hjGIRFo1GLM
1341,0.9975,0.003,0.891,0.107,hmB-wN1buuk
1342,0.9295,0.019,0.957,0.024,ho6ir1XSjiU
1343,-0.9979,0.152,0.736,0.112,hr6fHe3KMsc
1344,-0.9791,0.043,0.935,0.023,huDKEWI0Bc8
1345,0.8453,0.0,0.996,0.004,hwMfTGbjmCg
1346,-0.9739,0.056,0.905,0.04,hyb81kH-x64
1347,0.7121,0.0,0.994,0.006,i0x_veJgWZA
1348,0.9945,0.017,0.917,0.067,i4X8o9DuWNk
1349,0.9954,0.001,0.933,0.066,i8WP78xxS0Q
1350,0.9987,0.139,0.706,0.155,i8oWjgLaU54
1351,0.9993,0.066,0.764,0.17,i9R3E5iSpZw
1352,0.9971,0.098,0.749,0.153,i9RmWK-G0ps
1353,0.0,0.0,1.0,0.0,i9aaxkbuaRo
1354,-0.9264,0.043,0.927,0.03,iA44EStWzkU
1355,0.0,0.0,1.0,0.0,iBdqzHX3f-Y
1356,0.9987,0.141,0.661,0.198,iD5Z3-bYp54
1357,-0.9988,0.081,0.88,0.04,iLP5Vaksasc
1358,0.9991,0.054,0.799,0.148,iLtaYgWNCT0
1359,0.0,0.0,1.0,0.0,iNl7LGxtjIA
1360,0.9783,0.012,0.948,0.04,iOZmcJgk5eY
1361,0.9935,0.011,0.922,0.067,iRFBak2eh-I
1362,1.0,0.056,0.785,0.159,iTOKRWgjOlg
1363,0.9999,0.004,0.941,0.055,iWCE3FOIaXM
1364,0.8498,0.027,0.942,0.031,i_jLdkzl_K0
1365,-0.9874,0.058,0.899,0.043,i_tgMROry84
1366,0.9699,0.029,0.916,0.054,icMTRbYc4ao
1367,0.9989,0.082,0.768,0.15,idJp2Zlp-_k
1368,0.0,0.0,1.0,0.0,im3wnzRVflo
1369,0.9997,0.0,0.906,0.094,invFudGIi68
1370,0.9105,0.0,0.986,0.014,io6f5zo1KQ4
1371,0.9554,0.007,0.943,0.05,ipBd97V_cGY
1372,0.9593,0.02,0.947,0.033,ipzkV77Y0n4
1373,0.7736,0.046,0.895,0.059,iv4ge4AqISY
1374,-0.9304,0.054,0.907,0.039,iztsgY1-EEc
1375,-0.7892,0.017,0.974,0.01,izywq2Neak0
1376,0.0,0.0,1.0,0.0,j1GyGkfpHoI
1377,0.5152,0.041,0.907,0.053,j5sIbDXob5Q
1378,0.9458,0.083,0.821,0.096,jBtUs28sUDg
1379,-0.5216,0.013,0.977,0.01,jCCn8XKA7z0
1380,-0.9995,0.091,0.9,0.009,jCpKJ-hztOc
1381,-0.9508,0.064,0.887,0.049,jE-LhbK4Ug4
1382,0.999,0.009,0.764,0.227,jG9L4KC29fY
1383,-0.9693,0.04,0.953,0.007,jGiFZZMIt2Y
1384,0.6836,0.0,0.971,0.029,jGppF61TXsw
1385,-0.9988,0.105,0.889,0.006,jI7vFKKPQvw
1386,0.9485,0.011,0.938,0.051,jJgp2JMTcYU
1387,0.9884,0.005,0.954,0.041,jMwmC6FTq_c
1388,0.2789,0.038,0.903,0.059,jPVcDQHWv3w
1389,0.9782,0.02,0.949,0.031,jRC_V5-V9w4
1390,0.8603,0.0,0.993,0.007,jUkFbFNdC9g
1391,-0.9999,0.106,0.887,0.007,jVPHhbcsG2M
1392,0.0,0.0,1.0,0.0,jWDpe9TXaJ0
1393,0.9719,0.009,0.963,0.028,jXVKifUKBvI
1394,0.956,0.019,0.936,0.045,jZ3CSqsRHSo
1395,0.0,0.0,1.0,0.0,jZQLlepZsYI
1396,1.0,0.068,0.753,0.179,jbcxUlnxO08
1397,-0.9964,0.007,0.993,0.0,jcBoC8FIDv0
1398,0.89,0.018,0.955,0.027,jd6IY5IoyIY
1399,1.0,0.053,0.819,0.128,jehluGQyFLM
1400,-0.9536,0.031,0.949,0.02,jkYsvabFTv4
1401,-0.9815,0.043,0.94,0.017,jpy3Ml5sqn4
1402,-0.9608,0.05,0.933,0.017,jqFYpkazivI
1403,0.5337,0.009,0.979,0.012,jqUYmRCpX9U
1404,0.8002,0.031,0.938,0.03,jqnYHCYMM10
1405,-0.984,0.083,0.859,0.058,jvzeZCZluJ0
1406,0.9997,0.057,0.717,0.226,jx5uzKUNW4o
1407,0.9996,0.037,0.908,0.055,k3dv5gz4Zh0
1408,0.9922,0.036,0.884,0.08,k6KEi_laGK0
1409,-0.9981,0.044,0.947,0.009,kCWgFbjJp14
1410,-0.9971,0.055,0.928,0.017,kDoqUnHQlnw
1411,1.0,0.025,0.678,0.297,kEdYmnPI15U
1412,-0.998,0.11,0.859,0.031,kGdNVdvVJnc
1413,0.0,0.0,1.0,0.0,kOI3kgPoqSk
1414,0.9998,0.028,0.747,0.225,kRkd_exXi1g
1415,0.9925,0.0,0.913,0.087,kT8uZYl1zUI
1416,-0.8257,0.043,0.948,0.009,kVeGjq3-owE
1417,0.9892,0.019,0.957,0.024,kb-hm7AAptk
1418,0.4986,0.041,0.924,0.035,kdLjN4Qd9lY
1419,-0.9747,0.032,0.949,0.019,khXB_rX4b2g
1420,-0.9993,0.024,0.969,0.007,kiToxLjuHmE
1421,0.9959,0.016,0.936,0.048,kjQyeaHiU7A
1422,0.0,0.0,1.0,0.0,kol5viK0QGY
1423,0.0,0.0,1.0,0.0,kqSPqk-FdhA
1424,-0.9999,0.06,0.924,0.016,kqgnpbzim2A
1425,0.9831,0.0,0.966,0.034,kvQbwp-nJAI
1426,-0.7599,0.016,0.972,0.012,kvgMCZnUqtU
1427,0.9999,0.085,0.77,0.145,kx7o38YOuWo
1428,1.0,0.041,0.658,0.301,kx_uCdTRCAw
1429,0.9592,0.005,0.966,0.028,l-sZEy3FBYs
1430,-0.9991,0.06,0.925,0.015,l6t7wdQryHI
1431,0.814,0.0,0.988,0.012,l7u_4FseQHE
1432,0.7746,0.0,0.984,0.016,l7x2ojQlXEY
1433,-0.9955,0.036,0.936,0.028,l9z9F7wA8dY
1434,-0.9902,0.088,0.881,0.031,lAIoNM3wTKU
1435,1.0,0.093,0.763,0.145,lCCXFwBq3yI
1436,1.0,0.038,0.713,0.249,lDVG4-ozV5E
1437,0.9993,0.126,0.716,0.158,lGbvtDMDNUQ
1438,0.9907,0.039,0.899,0.062,lHX7m-1x7-Y
1439,0.9949,0.007,0.923,0.07,lI_5DEaOI1w
1440,0.8902,0.002,0.988,0.01,lRn0poaKQz4
1441,0.9999,0.09,0.711,0.199,lRx0ebNsxEM
1442,0.7736,0.037,0.923,0.041,lWOkf4om45g
1443,-0.9926,0.079,0.869,0.052,lWZnMJVF7KA
1444,-0.7961,0.025,0.959,0.016,lYFNyj8tjDg
1445,-0.9998,0.058,0.92,0.022,l_trp6DTmMQ
1446,0.9998,0.011,0.78,0.209,lcSRp-y_kw0
1447,0.9999,0.077,0.72,0.202,ldneQsewJEc
1448,0.9643,0.0,0.99,0.01,lhRJ5AxDgAo
1449,-0.9806,0.056,0.908,0.036,liTqrREkrPU
1450,-0.9992,0.06,0.927,0.013,lmQIwFkXE08
1451,0.9582,0.007,0.978,0.015,lnQDeU4ZYBk
1452,-0.9897,0.073,0.884,0.043,lnhDsp6l89s
1453,0.9949,0.003,0.922,0.076,lqYs6gTnyho
1454,0.9839,0.0,0.997,0.003,lrb3UZoxfCI
1455,0.9996,0.077,0.775,0.148,ltnXFGa6244
1456,0.934,0.0,0.998,0.002,lw79n4SRfAI
1457,0.9466,0.016,0.908,0.076,ly7E91PhHfs
1458,0.0,0.0,1.0,0.0,ly8Z0hHHZVk
1459,0.0,0.0,1.0,0.0,lz73nnMqqMg
1460,0.7293,0.0,0.947,0.053,m-xM1c0RLKw
1461,0.968,0.099,0.786,0.115,m420JGn9yyk
1462,-0.9268,0.021,0.969,0.01,m4qQfVKztNU
1463,0.9997,0.042,0.905,0.053,m6KbZzftRkI
1464,0.9657,0.015,0.944,0.041,mBFKx6Tsz4I
1465,0.9328,0.0,0.954,0.046,mECw74V2enI
1466,0.7208,0.0,0.958,0.042,mFQ6lmBb8zk
1467,1.0,0.064,0.732,0.204,mIbWRTc6kiI
1468,-0.9981,0.124,0.851,0.025,mIhIY_uMvd4
1469,0.995,0.015,0.921,0.064,mLBh_9_NS0U
1470,0.9978,0.093,0.722,0.185,mLPe0rhCgQs
1471,0.9519,0.011,0.969,0.02,mLUhHeg2WbM
1472,0.9999,0.025,0.749,0.226,mN3rDTAdM2o
1473,0.9636,0.015,0.957,0.028,mNMKS9-mXiM
1474,-0.9041,0.031,0.954,0.015,mOEOtRyNIho
1475,0.9997,0.063,0.75,0.187,mPVKLrMNfeU
1476,0.9916,0.014,0.922,0.064,mQ_0tzRlRns
1477,0.9681,0.051,0.874,0.076,mUjLH1trWAo
1478,0.998,0.008,0.886,0.106,mVxa-O80sj8
1479,0.9978,0.032,0.887,0.081,mWMWWx--XY8
1480,0.9948,0.012,0.957,0.032,mb1LiyBxIlM
1481,0.9586,0.013,0.957,0.03,mgmb5R5O3HI
1482,-0.9796,0.074,0.881,0.045,mgsUeFnoP7s
1483,0.9979,0.05,0.895,0.054,mhOLLaNL9FU
1484,-0.9786,0.054,0.908,0.038,mjPbA-6NUE0
1485,0.9997,0.035,0.729,0.236,mkC4-cD-jhw
1486,0.999,0.024,0.785,0.191,ml0vgFGV3oQ
1487,1.0,0.041,0.867,0.091,mmgZ6FSEFks
1488,0.9985,0.011,0.873,0.116,mnxnH9Yus54
1489,-0.9962,0.064,0.919,0.017,mpZT9e8fcqc
1490,-0.9069,0.029,0.952,0.018,mqSNHmHkCnY
1491,0.9996,0.05,0.719,0.231,mqpIzMV0r5s
1492,-0.9674,0.04,0.938,0.023,mtFL_6zDPnQ
1493,0.818,0.0,0.887,0.113,mwh-xpI4DM8
1494,0.9996,0.095,0.7,0.204,n-CzwR9bDA4
1495,1.0,0.047,0.742,0.211,n-siktLSCFI
1496,0.8089,0.031,0.943,0.026,n0KYhof_UWk
1497,0.9951,0.011,0.913,0.076,n2fpCuh3V0I
1498,-0.7208,0.053,0.89,0.057,n6y4zPB0dwg
1499,0.9584,0.006,0.97,0.024,n9mtVxGQ5Pg
1500,0.9961,0.027,0.834,0.139,nD3Wao89XKI
1501,-0.9105,0.021,0.979,0.0,nF2CbGUBfqM
1502,0.9795,0.0,0.96,0.04,nFn-oVOyvOo
1503,0.9972,0.004,0.973,0.023,nII75hYPB1s
1504,0.9858,0.007,0.946,0.048,nK0VKamZee0
1505,-0.264,0.019,0.97,0.01,nKDMSC2FZqk
1506,0.9973,0.013,0.876,0.112,nNC0Q1EiCNo
1507,-0.9884,0.087,0.876,0.037,nND1pmEJiTc
1508,0.0,0.0,1.0,0.0,nQPFE2O2J5M
1509,-0.8924,0.01,0.99,0.0,nTyF66qotkU
1510,0.0,0.0,1.0,0.0,nWLPhe9aE6E
1511,0.0,0.0,1.0,0.0,nYeA363mffw
1512,0.9891,0.007,0.94,0.053,nbtQxPY5jXs
1513,0.9983,0.035,0.829,0.135,neDuTeqPtGI
