,compound,neg,neu,pos,id
1514,0.9589,0.0,0.954,0.046,nf1xFGsdS5E
1515,0.9999,0.009,0.705,0.286,nhd7G9p8hvs
1516,0.9649,0.011,0.959,0.03,niYV_nLmM0U
1517,0.0,0.0,1.0,0.0,njQHFF3qXec
1518,0.9933,0.018,0.859,0.123,noG2IDsfxHo
1519,0.9993,0.055,0.774,0.171,nr-Bjbl65TI
1520,0.6836,0.0,0.995,0.005,nteK6bEnZto
1521,0.3558,0.044,0.909,0.047,nwtiYRRDBrQ
1522,-0.9386,0.031,0.957,0.012,nx4FbB17q7Q
1523,-0.9679,0.03,0.957,0.013,o10yVlperPY
1524,-1.0,0.061,0.922,0.018,o3frkRhHjMs
1525,0.9791,0.013,0.96,0.027,o6wuYHdge6A
1526,0.9876,0.033,0.849,0.118,oAu7xazViXA
1527,-0.9889,0.058,0.918,0.024,oCj6shDXPxY
1528,0.9951,0.01,0.904,0.087,oD-GuZFa1yY
1529,0.9201,0.007,0.972,0.021,oE_ccYFcKm4
1530,0.0,0.0,1.0,0.0,oGk87nyYwqk
1531,0.6816,0.014,0.963,0.023,oHw6bRY4G94
1532,0.9999,0.087,0.758,0.155,oJ9pN6010H8
1533,0.9997,0.078,0.756,0.167,oKtQEFoexFk
1534,0.0,0.0,1.0,0.0,oOqFm9coGlI
1535,0.9575,0.029,0.921,0.051,oPc8IAjyb5o
1536,0.0,0.0,1.0,0.0,oQtUX_D9CMc
1537,0.9334,0.007,0.983,0.01,oWf6CJsBs9Q
1538,0.9984,0.005,0.95,0.045,oXxpI5VOVp4
1539,0.894,0.02,0.934,0.045,oYv-En8dxQ8
1540,0.9863,0.028,0.917,0.054,oZ-ROYATxbw
1541,0.9752,0.017,0.947,0.036,ofR3IkfhEqo
1542,0.8681,0.035,0.882,0.083,ofpjJTZfAWk
1543,-0.9468,0.047,0.926,0.027,ogQScKav20U
1544,-0.9979,0.048,0.936,0.016,ogc_Y7X-x80
1545,-0.9992,0.06,0.921,0.02,oj_09_wApb0
1546,0.9712,0.013,0.93,0.057,oqjU1aV9Ku8
1547,0.9972,0.02,0.958,0.022,ouNXFCceHis
1548,1.0,0.048,0.829,0.123,ozIKwGt38LQ
1549,0.9866,0.062,0.827,0.111,p-Cr8Y8ZTz0
1550,0.8873,0.0,0.972,0.028,p2MLXVODOas
1551,0.0,0.0,1.0,0.0,p3HOAsyIybk
1552,0.9934,0.005,0.941,0.054,p3TQOh9l59g
1553,1.0,0.056,0.744,0.2,p3svOP0H4L8
1554,0.9438,0.014,0.958,0.028,p71-q4SB8WM
1555,0.9997,0.067,0.744,0.19,pACT2SUBI_c
1556,0.8823,0.017,0.956,0.028,pCkxm6Bub8Q
1557,-0.6776,0.002,0.998,0.0,pDjW1VqWUxI
1558,0.6369,0.0,0.995,0.005,pFQ-gkJ82Hg
1559,0.9921,0.007,0.947,0.046,pKty8_foc2M
1560,0.9892,0.005,0.909,0.086,pMZLqogXYWM
1561,0.9953,0.165,0.585,0.249,pPDLFQUZ47o
1562,0.981,0.0,0.951,0.049,pS7h2VXajZM
1563,0.97,0.034,0.9,0.066,pTNifBu7hjs
1564,0.8089,0.0,0.995,0.005,pU81zBQ5Hhk
1565,-0.9958,0.049,0.946,0.004,pVY0FG9uXjc
1566,-0.9991,0.12,0.85,0.03,pYVjq4EZU1g
1567,-0.99,0.082,0.881,0.037,pZCN29h3Lho
1568,0.9482,0.028,0.932,0.04,p_zHj2t4HPM
1569,-0.9409,0.012,0.983,0.005,pa2QnpD2E5Y
1570,-0.5043,0.026,0.953,0.021,pgSW6HJuqAw
1571,0.9831,0.007,0.956,0.037,pjEBJlkbxDc
1572,0.9511,0.007,0.971,0.022,pk8nwzKbQiQ
1573,0.9965,0.053,0.815,0.132,pke0Zx4xocM
1574,0.9973,0.012,0.936,0.051,pnBFRQbNd5E
1575,0.9913,0.001,0.977,0.022,prL7EDKY8xc
1576,1.0,0.057,0.756,0.187,prPvU0MJk38
1577,0.9999,0.08,0.687,0.234,pv0mbac2Slo
1578,-0.8093,0.098,0.807,0.094,pyey3NLn9R8
1579,0.9999,0.062,0.756,0.182,pzTYw3wC6UU
1580,0.9939,0.033,0.924,0.043,q00C77F7scg
1581,0.9887,0.0,0.941,0.059,q62zRXLW5b0
1582,-0.9086,0.022,0.967,0.011,q6mrx3NACd8
1583,0.8698,0.027,0.941,0.032,q7HDyOn3uNY
1584,0.999,0.103,0.729,0.168,q8cNbJc8vRY
1585,-0.9977,0.11,0.836,0.054,qAC0MgFY0os
1586,0.0,0.0,1.0,0.0,qAqmGijyi7s
1587,0.9526,0.004,0.98,0.016,qBYErx17cDw
1588,0.9855,0.042,0.885,0.072,qCrWEwqR2ak
1589,-0.9984,0.054,0.931,0.015,qFmiVyl5Zn8
1590,0.0,0.0,1.0,0.0,qGA7rJMGy9s
1591,-0.9989,0.106,0.872,0.022,qIOtWVRhuEg
1592,0.9496,0.023,0.949,0.028,qJ1JfC03QPo
1593,0.715,0.014,0.975,0.011,qKEprsvAyZw
1594,0.9779,0.0,0.985,0.015,qMYHj34nGlM
1595,0.9227,0.015,0.88,0.105,qSzEL96nQyc
1596,0.9551,0.07,0.773,0.157,qTBAT6mmcGk
1597,0.9998,0.057,0.764,0.18,qVYtMfjLPgU
1598,0.0,0.0,1.0,0.0,qXqDO6OKBm4
1599,1.0,0.053,0.775,0.172,q_0uF80IZXM
1600,1.0,0.104,0.689,0.207,qbVsjbBllKQ
1601,0.9931,0.047,0.856,0.097,qbpetKJjJow
1602,0.9917,0.005,0.942,0.053,qgaWUGMwY8Y
1603,0.6209,0.0,0.982,0.018,qgtXxgc-wIk
1604,1.0,0.071,0.637,0.291,qhSrCBpMLsY
1605,0.9952,0.0,0.904,0.096,qkEyzUTFu4U
1606,0.9983,0.003,0.857,0.14,qlvOcy8kFsQ
1607,0.0,0.0,1.0,0.0,qpF3xN_N99k
1608,0.0,0.0,1.0,0.0,qpwyQYSaNWM
1609,0.914,0.026,0.834,0.14,qsef1Sdpv7E
1610,0.7293,0.0,0.993,0.007,qwuKNqO_jUY
1611,0.7503,0.032,0.939,0.029,qzSAKvpJqvU
1612,-0.8805,0.028,0.956,0.016,r0URhxX3UoI
1613,-0.6075,0.025,0.948,0.027,r0vZAfilOiI
1614,0.9955,0.02,0.919,0.061,r1E4o9XO03E
1615,0.0,0.0,1.0,0.0,r2ik5NWEFjw
1616,0.9746,0.0,0.965,0.035,r363yqfhGyY
1617,0.0,0.0,1.0,0.0,r7p46Kf8Dmo
1618,-0.9929,0.159,0.814,0.027,r85aEOXaxr0
1619,0.832,0.03,0.93,0.039,rF31eJOF3co
1620,0.9999,0.022,0.916,0.062,rG-oozRx6Rg
1621,0.0,0.0,1.0,0.0,rJdS_qKuAoU
1622,1.0,0.044,0.847,0.109,rMLli8Efe3s
1623,0.9224,0.015,0.964,0.021,rO8v0o7iXek
1624,0.0,0.0,1.0,0.0,rPXHx6GIT14
1625,0.9982,0.0,0.897,0.103,rSo53kEP1FY
1626,-0.9658,0.008,0.987,0.004,rVnysz6KlR4
1627,-0.9976,0.078,0.878,0.044,rWAwiaitgjY
1628,1.0,0.094,0.684,0.222,rXKRd1cYPm4
1629,-0.7061,0.043,0.921,0.036,rYS3mMBeylM
1630,0.9994,0.025,0.779,0.196,rZKKgn5-gj8
1631,0.9737,0.01,0.96,0.03,raJr3XY_y_0
1632,0.9986,0.028,0.854,0.117,raPw4104d_I
1633,0.9895,0.04,0.919,0.041,rbMjPtUsJj4
1634,0.9989,0.11,0.757,0.133,rfWoflUzadI
1635,0.9998,0.055,0.648,0.297,ri7eAR5yVwI
1636,-0.9962,0.096,0.855,0.049,rlgynRm0Rag
1637,0.0,0.0,1.0,0.0,rlhTKb11Kjw
1638,-0.8291,0.078,0.858,0.064,rnjRTDY2XgI
1639,-0.9914,0.033,0.96,0.007,rrq5oso-nvM
1640,0.9998,0.048,0.8,0.153,rwsQRNtPYws
1641,0.9999,0.046,0.795,0.159,rxOiAsNi55I
1642,-0.9997,0.133,0.769,0.098,rxsFhyIhyTE
1643,0.9953,0.01,0.915,0.075,ryWhH8ViS5g
1644,0.9286,0.018,0.958,0.025,s-Wuuvbw_ak
1645,0.9866,0.016,0.948,0.036,s3rmucur41E
1646,0.7374,0.0,0.995,0.005,s3zhApDy8pA
1647,0.9993,0.069,0.807,0.124,s4Vy3FKs4O4
1648,0.9997,0.072,0.797,0.131,s5pdGZw0am4
1649,-0.9996,0.07,0.904,0.026,s5pnBcPQsK0
1650,0.8169,0.002,0.985,0.012,s64NEY83zvU
1651,0.9999,0.038,0.777,0.185,s6z-JwK-tTA
1652,0.9982,0.012,0.923,0.065,s8UczljzJoE
1653,0.9984,0.014,0.923,0.063,s8fcCOHQ_I4
1654,0.6696,0.0,0.995,0.005,sBVL9a8_r2Q
1655,0.996,0.007,0.928,0.065,sCyXccbf3t4
1656,0.9993,0.112,0.729,0.158,sEwMmSbVBQk
1657,0.9958,0.0,0.989,0.011,sFQCfpihCcs
1658,0.6998,0.017,0.963,0.02,sJ3nz8ZENo0
1659,-0.6402,0.019,0.97,0.012,sM25G406iDM
1660,-0.9883,0.091,0.862,0.047,sN4lin1OwAo
1661,0.9977,0.014,0.951,0.035,sQ-mMyL-NSo
1662,0.0,0.0,1.0,0.0,sRZyPKL3ydQ
1663,-0.9111,0.032,0.952,0.016,sSAg0On3HMg
1664,0.9891,0.0,0.957,0.043,sUz7lmBAPEA
1665,0.8479,0.02,0.954,0.027,sWgBfi0vSuo
1666,0.0,0.0,1.0,0.0,sXlfSOA3nxM
1667,0.0,0.0,1.0,0.0,sYuHX_Ev3L4
1668,0.9028,0.021,0.945,0.034,sa-xYJ2MHf0
1669,-0.9958,0.091,0.887,0.022,se-xMhWHq7U
1670,-0.9937,0.024,0.965,0.011,se9zfTl9qD0
1671,0.9988,0.098,0.784,0.118,sfM7_JLk-84
1672,-0.9882,0.071,0.88,0.049,sjTBz2NrROQ
1673,-0.9955,0.08,0.903,0.017,skstCel_Utw
1674,-0.9938,0.054,0.908,0.038,slY09hnEHno
1675,-0.9991,0.086,0.896,0.018,smgAYfAEBjQ
1676,0.9952,0.021,0.9,0.079,smigv3zgdqQ
1677,0.9717,0.025,0.881,0.094,sr8vcoLtT5g
1678,-0.9291,0.058,0.906,0.035,st6qwHcFHRg
1679,1.0,0.104,0.717,0.178,stICyHUiYgc
1680,-0.9949,0.086,0.851,0.063,sxSMj13aZHY
1681,0.9995,0.04,0.84,0.119,sxvSHR-stjU
1682,0.9756,0.0,0.971,0.029,szzG2KxPUpQ
1683,-0.9908,0.047,0.924,0.029,t-IXh_wTH4o
1684,-0.712,0.011,0.985,0.004,t0gs_LytHwg
1685,0.8807,0.0,0.987,0.013,t3X6SgIyj9o
1686,0.9995,0.012,0.809,0.179,t6-kLrXNRRs
1687,0.9994,0.08,0.614,0.306,t7wwGZoCjIA
1688,0.9798,0.0,0.963,0.037,tDc3bGogm5I
1689,0.9925,0.041,0.873,0.086,tExnItY8xfs
1690,-0.9618,0.112,0.781,0.106,tGcai7Bp1H8
1691,0.9974,0.078,0.799,0.123,tGuXXQbPF2I
1692,-0.9944,0.059,0.906,0.034,tHs4COexnGo
1693,0.9793,0.016,0.96,0.024,tIKM3cKDW8g
1694,-0.9291,0.003,0.997,0.0,tMECH6n1ERw
1695,0.872,0.0,0.884,0.116,tQ0C3ORP-Do
1696,-0.615,0.034,0.937,0.029,tQ9mTYG6SBU
1697,0.9998,0.015,0.792,0.193,tSg1YnEucLI
1698,0.0,0.0,1.0,0.0,tTTkXMOEf6I
1699,0.5466,0.014,0.956,0.03,tUH_bDQL5bY
1700,0.0,0.0,1.0,0.0,tWOVrAmmLPc
1701,-1.0,0.137,0.824,0.039,tcQukFPjR8Q
1702,0.9598,0.009,0.93,0.061,tepN4YrRFQU
1703,0.99,0.064,0.812,0.124,tfq44UCv3oU
1704,-0.9711,0.045,0.928,0.027,thlA14DLhoc
1705,0.9999,0.054,0.652,0.294,tiy1V695Tnk
1706,-0.9976,0.085,0.881,0.034,tjjYk7PklV4
1707,0.0,0.0,1.0,0.0,tkbtYsVsJRM
1708,0.9992,0.008,0.91,0.081,tlEAEJKIatc
1709,-0.7527,0.037,0.938,0.025,tn2Z2FygJiA
1710,0.9938,0.008,0.933,0.058,tnnZZZhe0tY
1711,0.9977,0.008,0.971,0.021,to6V5If8sdk
1712,-0.9997,0.081,0.896,0.023,ts4zGffBEbU
1713,1.0,0.055,0.71,0.235,tsk9c7KF76E
1714,0.9994,0.029,0.748,0.223,ttB9HivsABA
1715,0.9906,0.007,0.931,0.062,ttPcqSU9gJw
1716,0.0,0.0,1.0,0.0,ttyEBf-JyTM
1717,0.9813,0.01,0.93,0.06,tuG9tKSUop0
1718,0.9969,0.021,0.927,0.052,txu09WXvtoU
1719,0.9948,0.012,0.934,0.054,ty6YpwpuFLE
1720,0.934,0.031,0.932,0.037,u-1nyVfFObc
1721,0.999,0.033,0.726,0.24,u0EME07whgo
1722,0.9626,0.01,0.948,0.042,u0I62vFfrGw
1723,0.0,0.0,1.0,0.0,u0eGwZbvMM4
1724,0.981,0.014,0.959,0.026,u47cw2OS8Og
1725,0.9996,0.071,0.774,0.155,u4xnNYfisZw
1726,1.0,0.073,0.759,0.168,u4yCFPKrqDE
1727,-0.9967,0.062,0.922,0.016,u5F5mB9aAuM
1728,0.5942,0.027,0.95,0.024,u5PSA-CrlEo
1729,0.0,0.0,1.0,0.0,u97bO6rdLrs
1730,0.9474,0.041,0.809,0.15,u9YQEdsTGko
1731,0.9569,0.011,0.957,0.032,uBnvA4nZ93I
1732,0.0,0.0,1.0,0.0,uDa3mbrnLvY
1733,0.8867,0.02,0.951,0.028,uEdAnpRy_Xw
1734,0.0,0.0,1.0,0.0,uFfliSC-34o
1735,0.9953,0.072,0.826,0.102,uIHhsKHedjo
1736,1.0,0.09,0.751,0.159,uJRlvg_JG_g
1737,0.8089,0.015,0.971,0.013,uLoGZNiGhaM
1738,0.0,0.0,1.0,0.0,uLzZ4o5oldc
1739,0.9995,0.041,0.751,0.209,uMnwJQd4QQM
1740,0.8729,0.0,0.972,0.028,uMyvITITo64
1741,0.1531,0.028,0.939,0.033,uOHLitSCQF4
1742,0.6734,0.0,0.995,0.005,uYqtqGzWTOM
1743,0.8089,0.005,0.978,0.017,ubCQpNuuNLY
1744,0.9873,0.004,0.95,0.046,ublqtcwT8rs
1745,0.9571,0.0,0.994,0.006,ui2pFnAO5cw
1746,0.0,0.0,1.0,0.0,uiwHXGsnl8E
1747,0.9873,0.009,0.961,0.031,uk5y0FtGdzM
1748,0.0,0.0,1.0,0.0,uk7bqMANajE
1749,-0.9853,0.035,0.946,0.019,uuFupoR3txY
1750,-0.9902,0.137,0.728,0.134,v1vXC-vKgKg
1751,1.0,0.076,0.791,0.133,v3y8AIEX_dU
1752,0.9944,0.0,0.909,0.091,v502nadxR3k
1753,0.9908,0.017,0.916,0.067,v7ckwsoRpdo
1754,0.6031,0.005,0.988,0.007,v8EPoREg2Hc
1755,0.9951,0.004,0.967,0.03,v8MaCiw8Fms
1756,0.9948,0.025,0.897,0.078,v8qD3WYvtiM
1757,0.6116,0.031,0.939,0.029,vCoLt2IWbrM
1758,0.992,0.025,0.934,0.042,vEBZsEyOup8
1759,0.9972,0.012,0.93,0.058,vEF_B9wUkbQ
1760,0.9993,0.08,0.757,0.163,vHwNxZsrOF4
1761,0.0,0.0,1.0,0.0,vKp-wz4W-hU
1762,-0.9976,0.083,0.894,0.023,vM7RdxvmYFw
1763,0.9957,0.0,0.916,0.084,vN7vZ2F8fls
1764,0.9336,0.002,0.985,0.013,vO8Y6h8D6pA
1765,0.6869,0.026,0.952,0.022,vOyng0u2wSs
1766,-0.9954,0.043,0.928,0.028,vPBroO2NgBc
1767,-0.9951,0.148,0.729,0.123,vPWM2nvZSSg
1768,0.9775,0.017,0.933,0.05,vSnm-EQXOfo
1769,1.0,0.08,0.695,0.225,vTTEYUh6vco
1770,-0.6202,0.028,0.949,0.023,vUWkDUkGlYE
1771,0.9999,0.038,0.8,0.162,vXIWhgVw7xo
1772,1.0,0.03,0.931,0.04,va2vKqa_kqA
1773,0.9693,0.019,0.923,0.058,vbQduOqJy7s
1774,0.9998,0.06,0.658,0.282,vc6wYJqs9B0
1775,0.9998,0.064,0.731,0.205,vcRVuAzee-A
1776,-0.9924,0.033,0.955,0.012,vcTW91K8CX4
1777,-0.9996,0.045,0.928,0.027,vfC-y2mYcjQ
1778,0.0,0.0,1.0,0.0,vhuLaWN7Dzc
1779,-0.9533,0.038,0.945,0.017,vje9SuBzoYg
1780,-0.9717,0.022,0.973,0.005,vk-VSv-DaE0
1781,0.9985,0.064,0.799,0.137,vnqt2JTtSd0
1782,-0.9862,0.034,0.955,0.011,vorJedLR-Bs
1783,0.997,0.115,0.757,0.128,vpNUzNBw6FI
1784,0.9135,0.026,0.944,0.03,vr3jIWCzX4c
1785,0.8089,0.033,0.931,0.036,vrJfYCo2S9M
1786,0.5514,0.0,0.985,0.015,vtfOEtBwClg
1787,0.0,0.0,1.0,0.0,w3glP0hOio4
1788,-0.9974,0.108,0.869,0.023,w49Z5wcn8Y4
1789,0.9624,0.038,0.915,0.047,w5ZCuGM9N8I
1790,0.9889,0.003,0.921,0.076,wDdQKWoLvKQ
1791,0.8089,0.0,0.996,0.004,wJ2BCISg0Jk
1792,0.9997,0.025,0.813,0.162,wKoxIVZiRZ4
1793,-0.9514,0.035,0.947,0.018,wSae47lJhlQ
1794,0.983,0.005,0.954,0.041,wUBp6iXXVEE
1795,0.6031,0.0,0.999,0.001,wVi0t1OLjwQ
1796,1.0,0.065,0.706,0.229,wZ6zKtsN_WI
1797,-0.9977,0.071,0.906,0.023,wawWwAyRJ2M
1798,0.9988,0.0,0.976,0.024,wd0T20hTogE
1799,-0.9533,0.036,0.95,0.014,wdQ_LfxUK0c
1800,0.9925,0.008,0.956,0.037,wjfIshuHOCc
1801,0.9996,0.006,0.958,0.037,wk0UMm-ElWA
1802,0.9994,0.0,0.919,0.081,wu1nK8Mb11Q
1803,0.9611,0.006,0.967,0.027,wuT98HW-ee0
1804,0.9997,0.092,0.717,0.19,wxGYrsRsNeU
1805,-0.8787,0.013,0.978,0.009,wxUJGTy-Nuo
1806,0.991,0.0,0.994,0.006,wzjRsepsOVM
1807,0.9957,0.051,0.823,0.127,x0l1WSRJ87Q
1808,0.9998,0.016,0.87,0.114,x5DncI-qq2Y
1809,0.9956,0.02,0.95,0.03,xA60k1T4NsU
1810,-1.0,0.166,0.737,0.097,xFC7llFS5CQ
1811,1.0,0.071,0.741,0.189,xGxNMs2vytQ
1812,0.9999,0.113,0.661,0.226,xJp-0L0lNBQ
1813,0.9146,0.0,0.984,0.016,xJyX0y0KITM
1814,0.8209,0.0,0.949,0.051,xPI-mjn0jFw
1815,-0.9944,0.083,0.907,0.01,xR7WBfMmIRQ
1816,-0.9663,0.033,0.947,0.019,xRZU5WYMd0c
1817,0.7121,0.0,0.993,0.007,xR_49kYIEtw
1818,0.0,0.0,1.0,0.0,xVYtscF_pSM
1819,-0.8985,0.012,0.988,0.0,xXawSGO-JQo
1820,0.9919,0.006,0.953,0.041,xZBv9dwbyII
1821,0.9621,0.011,0.964,0.025,xewYYy2n2I8
1822,0.9895,0.002,0.934,0.064,xnOQ9VSC_sA
1823,0.9999,0.094,0.759,0.147,xpu-nicvYzE
1824,-0.9996,0.034,0.953,0.013,xr5IW_yyEiA
1825,0.9907,0.013,0.905,0.082,xz5-5w9Xl4c
1826,0.0,0.0,1.0,0.0,xzFb3PxCxE0
1827,1.0,0.122,0.717,0.16,y-JtJoIYbv0
1828,-0.9758,0.051,0.918,0.031,y0gKG1do_ds
1829,-0.9998,0.127,0.842,0.031,y42A6n3lX3U
1830,-0.9916,0.053,0.928,0.018,y4QjpJUxnrw
1831,0.9801,0.0,0.976,0.024,y60904SqRi0
1832,0.9426,0.0,0.979,0.021,y7Gv_Pg4hkU
1833,1.0,0.112,0.706,0.182,y7TlnQq6XzI
1834,0.9245,0.019,0.95,0.031,y7rXLuifBz0
1835,0.9453,0.0,0.997,0.003,yCzv3l143DM
1836,-0.9563,0.08,0.92,0.0,yDO3n1P3e-w
1837,0.9995,0.055,0.739,0.206,yFLevzg4i1M
1838,0.7293,0.0,0.991,0.009,yFekKsNPWfw
1839,0.0,0.0,1.0,0.0,yIeyZHW6C0o
1840,0.9691,0.029,0.93,0.041,yMBdX9qaByM
1841,1.0,0.066,0.689,0.245,yNMI9F7oBxI
1842,0.9389,0.007,0.932,0.061,yNMMw0jrIBg
1843,0.9496,0.013,0.958,0.029,yRN_0h8uV6E
1844,0.0,0.0,1.0,0.0,yaF5RHsM_Fo
1845,0.9918,0.02,0.911,0.069,yc7E7dEj0xY
1846,0.9999,0.086,0.766,0.148,yeIEh6YiXAM
1847,0.0,0.0,1.0,0.0,ymC66795MNE
1848,0.9909,0.015,0.945,0.04,ynsfKW3gEbg
1849,0.9993,0.053,0.75,0.196,yrvBMMjRlLg
1850,1.0,0.086,0.667,0.247,ysj2X0zNtSs
1851,-0.9983,0.117,0.873,0.009,yxzj8e1BljY
1852,0.0,0.0,1.0,0.0,z1xu8Fdy4KI
1853,0.7974,0.067,0.857,0.076,z3X_Ve5j0vY
1854,0.9914,0.013,0.924,0.063,z4igZBOLMlc
1855,0.9958,0.015,0.896,0.089,z6VdJsxZvOs
1856,-0.9941,0.066,0.906,0.028,z7k9J3AqnRU
1857,-0.7208,0.005,0.995,0.0,z8TvaYRQYnM
1858,0.9932,0.032,0.894,0.075,zDc60eGU6xA
1859,-0.8106,0.019,0.97,0.011,zFITOmA3SgI
1860,0.8731,0.01,0.955,0.035,zMEJIBrdae8
1861,-0.9965,0.133,0.773,0.094,zMJ0CY_KXAg
1862,0.9526,0.0,0.983,0.017,zO2uw4_piAQ
1863,-0.9944,0.045,0.92,0.035,zOJb9Faa3p8
1864,-0.9099,0.039,0.939,0.022,zQqxxJKJd3s
1865,0.9927,0.006,0.954,0.04,zTLNL4Pwnm4
1866,-0.9435,0.024,0.958,0.019,zTxZ9qKYm20
1867,-0.4753,0.038,0.937,0.025,zUXvWc5Ofks
1868,0.9831,0.004,0.943,0.053,zUnxgqyHC_Q
1869,0.9909,0.04,0.912,0.048,zYmwCrV1thg
1870,0.0,0.0,1.0,0.0,zYvIp2QrRpA
1871,0.986,0.005,0.949,0.046,zaj6y2ab2MM
1872,-0.5466,0.003,0.997,0.0,zc5wtcE24iY
1873,0.0,0.0,1.0,0.0,zc9ATNK2dvw
1874,-0.8985,0.006,0.994,0.0,zdrMY3ftWag
1875,0.832,0.011,0.971,0.018,zem-8jCZPvU
1876,-0.9374,0.081,0.847,0.073,zfUXeRPCv-Y
1877,0.9995,0.093,0.732,0.175,zgpzfRrCe88
1878,-0.9949,0.038,0.944,0.018,zkhD83pe-2k
1879,0.9657,0.009,0.98,0.011,zmcP4XoQjpo
1880,0.9977,0.012,0.915,0.073,zn6dCDIVpG8
1881,-0.9164,0.063,0.886,0.051,ztTKSXG8djA
1882,0.9496,0.005,0.979,0.016,zwSmJpBWBVQ
1883,0.9951,0.004,0.947,0.049,zxsyg5YEK0Q
1884,0.2023,0.0,0.994,0.006,zyJJbOc7sMU
1885,0.6201,0.031,0.933,0.037,zyN7aC5Z9nQ
1886,0.5466,0.017,0.97,0.013,zyeK2EhsfX0
